id	TCGA-04-1542-01A	TCGA-04-1536-01A	TCGA-04-1530-01A	TCGA-04-1516-01A	TCGA-04-1514-01A
PRKACA	1.47368001938	1.51486003399	0.0	1.47368001938	1.47368001938
SELE	-0.482187002897	-2.42481994629	-1.25100004673	-1.44117999077	-2.50970005989
CREB1	1.00485002995	-2.50232005119	-1.49979996681	-1.19261002541	1.1929500103
POU2F1	1.47358000278	2.87626004219	0.0	2.87620997429	2.87620997429
KRT5	-1.73275995255	0.174758002162	2.99918007851	0.0	2.8239300251
IRF1	-2.24616003036	2.57207989693	2.97902011871	0.0	-0.951837003231
IL8	-2.50938010216	-1.99958002567	-1.33199000359	-2.51210999489	-2.51247000694
HSP90AA1	-2.87635993958	0.0	-1.47368001938	-2.87635993958	2.87635993958
CSN2	-0.967049002647	0.660432994366	0.0	-0.71518599987	-0.682623028755
JUN	-2.48294997215	0.154042005539	1.81228005886	0.0	2.70193004608
ICAM1	-2.50938010216	-2.5114300251	0.734565019608	-2.51210999489	-2.50970005989
IL6	-0.482187002897	-2.51245999336	0.734565019608	-2.50443005562	-2.0014500618
IL5	0.0	-1.12202000618	0.957168996334	0.0	0.999246001244
IL4	0.299421995878	-1.75057995319	0.0	-2.75369000435	0.0
TP53	-2.14682006836	-0.561012029648	1.20632004738	-2.34815001488	-1.70459997654
NR3C1	-0.465391010046	1.73005998135	0.0	0.0	0.0
CSF2	-2.43881011009	-2.53837990761	-1.58693003654	-1.99559998512	-2.56691002846
MMP1	-2.46754002571	-1.62135994434	2.50680994987	-0.319725006819	-2.54184007645
BGLAP	1.2682299614	0.398043006659	0.0	2.10862994194	0.954047977924
AFP	-1.61563003063	0.0	-1.10238003731	-1.26223003864	-1.9825899601
FGG	0.300810992718	-0.905939996243	2.88559007645	0.683503985405	-2.11859989166
KRT14	0.234025999904	0.172535002232	2.41342997551	-2.25964999199	-1.76043999195
IFNG	-2.39475011826	-1.75234997272	2.99918007851	-1.27811002731	0.267203003168
PRL	1.87781000137	1.89830005169	1.67622005939	2.10027003288	0.916549026966
CGA	0.0	-2.04889988899	-1.28667998314	-2.29704999924	-0.178287997842
POMC	-1.99897003174	-3.10009002686	1.29357004166	0.0	1.14898002148
FOS	-2.8735499382	0.0	2.34524989128	0.985391020775	4.17477989197
NFATC1	0.0	0.0	0.0	-3.79645991325	0.0
SGK1	-0.245424002409	-0.606646001339	1.36497998238	-0.218752995133	-0.180114999413
cortisol/GR alpha/BRG1/BAF155/BAF170/BAF60A	-2.18010997772	2.30622005463	2.57299995422	-1.23295998573	-0.591018974781
cortisol/GR alpha (monomer)/Hsp90/FKBP52/HSP90	-2.01040005684	0.0	-0.481272995472	-1.7233799696	0.0
cortisol/GR alpha (monomer)/AP-1	-1.81562995911	0.0	0.0	0.0	0.0
cortisol/GR alpha (monomer)	0.0	0.787805974483	0.0	0.0	0.0
cortisol/GR alpha (dimer)/p53	-1.8869099617	0.513236999512	0.0	-1.57644999027	-0.942947983742
cortisol/GR alpha (dimer)/TIF2	0.0	1.25694000721	0.0	-0.798331975937	-1.95662999153
cortisol/GR alpha (dimer)/Src-1	-1.28099000454	0.647897005081	-0.78344398737	0.0	0.0
cortisol/GR alpha (dimer)/Hsp90/FKBP52/HSP90	-2.01040005684	0.0	-0.481272995472	-1.7233799696	0.0
cortisol/GR alpha (dimer)	-0.696534991264	2.22919011116	0.0	0.0	0.0
TIF2/SUV420H1	3.02943992615	2.03576993942	-1.08665001392	-1.08431005478	-2.44972991943
STAT1 (dimer)	-0.23657399416	1.38355004787	2.49815011024	0.737520992756	0.0
NF kappa B1 p50/RelA/PKAc	-1.95276999474	-1.80207002163	-0.62823599577	-1.95274996758	-1.95305001736
NF kappa B1 p50/RelA/Cbp/cortisol/GR alpha (monomer)/HDAC2	-1.37661004066	0.589432001114	-2.47161006927	-0.92117702961	-1.28082001209
NF kappa B1 p50/RelA/Cbp	-2.12334990501	-2.18814992905	-1.72165000439	-2.19243001938	-2.19248008728
NF kappa B1 p50/RelA	-1.93412005901	-2.74603009224	0.467162013054	-4.47526979446	-6.69582986832
JUN (dimer)	-2.26175999641	0.153812006116	1.79983997345	0.0	2.60257005692
GR/PKAc	-2.15097999573	1.50971996784	-0.508984982967	-0.523447990417	-1.65583002567
GR beta/TIF2	-0.0708461031318	1.84941005707	0.0	-1.06760001183	-2.23308992386
GR alpha/HSP90/FKBP51/HSP90/PP5C	-2.16423010826	0.0	-2.16232991219	-2.12894010544	-1.65425002575
GR alpha/HSP90/FKBP51/HSP90/14-3-3	-2.16365003586	0.0	-1.66517996788	-1.70674002171	-2.12577009201
GR alpha/HSP90/FKBP51/HSP90	-2.40974998474	0.0	-1.9211499691	-1.96279001236	-0.738561987877
CDK5R1/CDK5	-1.36609995365	-0.796653985977	-2.25726008415	0.0	-1.04623997211
BRG1/BAF155/BAF170/BAF60A	-2.19954991341	0.0	2.5956299305	-1.72510004044	-1.69094002247
AP-1/NFAT1-c-4	-2.36525011063	0.0	2.20368003845	0.0	3.10039997101
AP-1	-3.11478996277	0.0	2.24756002426	0.0	3.18313002586
mol:cortisol	0.0	0.347878009081	0.0	0.0	0.0
response to stress	0.0	0.0	1.92864994872e-16	1.92864994872e-16	1.92864994872e-16
response to hypoxia	0.0	-1.92864994872e-16	1.92864994872e-16	0.0	0.0
response to UV	3.83041005989e-05	0.695670008659	3.15198012686e-05	0.000554732978344	2.71875996987e-05
proteasomal ubiquitin-dependent protein catabolic process	-0.388503998518	-2.06427001953	1.10907995701	0.0	0.464601993561
prolactin receptor activity	1.92864994872e-16	0.0	0.0	1.92864994872e-16	1.92864994872e-16
interleukin-1 receptor activity	0.0	0.110711999238	-0.00215650000609	0.00954782962799	0.000833327998407
histone acetylation	-0.074727602303	-2.17593002319	-2.07725000381	-1.16732001305	-2.57863998413
chromatin remodeling	-1.9230799675	2.29013991356	2.5446600914	-1.19693005085	-0.58428299427
apoptosis	-0.661776006222	2.22114992142	0.0	0.0	0.0
MAPKKK cascade	-0.661776006222	2.22114992142	0.0	0.0	0.0
